Station_ID	Station_Name	State	Latitude	Longitude	Elevation	tl01	tl02	tl03	tl04	tl05	tl06	tl07	tl08	tl09	tl10	tl11	tl12	t01	t02	t03	t04	t05	t06	t07	t08	t09	t10	t11	t12	pp01	pp02	pp03	pp04	pp05	pp06	pp07	pp08	pp09	pp10	pp11	pp12	ss01	ss02	ss03	ss04	ss05	ss06	ss07	ss08	ss09	ss10	ss11	ss12	Status
RQC00664702	ISABELA SUBSTN	PR	18.46	-67.05	128.00	18.77	18.88	19.11	19.88	21.11	21.77	22.05	22.38	22.05	21.72	21.00	19.94	23.27	23.47	23.83	24.52	25.44	26.13	26.36	26.66	26.47	26.11	25.13	24.08	8.89	7.18	8.94	13.58	19.96	14.96	13.15	15.41	16.58	19.10	15.36	11.83	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	TPS
RQC00664867	JAJOME ALTO	PR	18.07	-66.14	719.30																									11.96	9.85	8.58	11.25	18.36	14.96	17.65	17.78	22.09	24.86	22.32	13.71	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	PS
RQC00664910	JAYUYA	PR	18.21	-66.59	469.40																									10.84	7.64	8.58	17.27	24.00	11.81	12.29	22.37	36.01	27.88	20.77	10.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	PS
RQC00665020	JUANA DIAZ CAMP	PR	18.05	-66.49	79.90																									2.56	3.96	4.80	9.19	12.67	6.32	7.21	10.99	16.58	17.32	11.78	3.63	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	PS
RQC00665064	JUNCOS 1 SE	PR	18.22	-65.91	64.90	18.05	18.11	18.50	19.72	21.44	22.50	22.44	22.27	22.05	21.61	20.50	18.83	23.41	23.47	24.00	25.02	26.19	26.94	27.13	27.19	27.02	26.52	25.36	23.97	8.78	7.21	6.90	11.37	17.27	14.90	16.71	16.38	23.39	21.03	19.12	10.54	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	TPS
USC00011566	CHATOM	AL	31.47	-88.25	86.90	0.55	2.22	5.61	9.44	14.44	18.22	20.27	20.05	16.83	10.50	5.44	1.66	7.94	9.91	13.86	17.80	22.08	25.36	27.00	26.72	23.80	18.41	13.44	9.16																									T
USC00011620	CHILDERSBURG WTR PL	AL	33.28	-86.34	127.40	0.38	2.33	5.55	9.22	14.27	18.50	20.44	19.88	16.27	10.00	5.05	1.61	7.05	9.25	13.25	17.02	21.27	25.02	26.69	26.30	23.13	17.52	12.44	8.19	13.15	14.45	12.97	11.09	11.09	10.94	10.76	9.01	9.80	8.50	11.83	12.14	0.76	0.12	1.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	TPS
USC00011690	CLAIBORNE L&D	AL	31.61	-87.55	15.20																									13.63	12.77	14.02	9.44	10.08	10.41	11.58	10.38	9.06	7.16	12.82	12.77	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	PS
USC00011694	CLANTON	AL	32.82	-86.65	185.90	0.11	1.72	5.38	9.00	14.33	18.55	20.55	20.00	16.50	10.16	5.16	1.44	6.16	8.25	12.50	16.33	20.94	24.66	26.41	26.02	22.88	17.08	11.88	7.44	13.58	14.22	14.52	11.91	10.43	12.52	14.09	9.98	9.75	8.78	13.56	13.61	0.25	0.00	1.27	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	TPS
USC00011725	CLAYTON	AL	31.87	-85.45	173.40	0.05	1.94	5.38	8.61	13.55	18.11	19.72	19.27	16.33	10.38	5.33	1.33	7.19	9.41	13.22	16.72	21.16	24.91	26.30	25.91	23.25	17.97	13.08	8.52																									T
USC00011803	CODEN	AL	30.38	-88.22	3.70	3.83	5.38	8.38	12.27	17.16	20.83	22.11	22.05	19.55	13.77	8.55	5.16	9.55	11.27	14.41	18.11	22.36	25.47	26.72	26.66	24.52	19.63	14.72	10.86																									T
USC00011810	COFFEEVILLE L&D	AL	31.75	-88.12	14.00																									13.76	11.70	13.18	9.75	11.83	11.98	11.78	10.26	8.61	7.92	11.68	11.96	0.50	0.00	0.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	PS
USC00012096	CULLMAN NAHS	AL	34.19	-86.79	247.20	-1.88	0.33	3.72	8.00	13.00	17.55	19.61	19.22	15.83	8.88	4.00	-0.27	4.11	6.25	10.41	14.86	19.36	23.55	25.50	25.27	21.94	15.77	10.50	5.41	14.19	14.32	12.52	12.47	13.53	11.63	11.43	10.43	11.55	9.44	12.31	15.01	0.50	0.12	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	TPS
USC00012172	DAUPHIN ISLAND #2	AL	30.25	-88.07	2.40	7.50	9.11	12.88	17.00	21.72	24.50	25.44	25.55	23.88	18.94	13.55	9.05	11.25	12.77	16.27	20.19	24.63	27.52	28.61	28.61	26.88	22.19	17.16	12.75	13.43	13.46	13.48	10.84	11.20	13.05	15.82	18.26	13.66	9.77	10.51	12.36	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	TPS
USC00012209	DECATUR 5SE	AL	34.55	-86.95	178.30	-0.11	1.50	5.50	10.38	15.33	19.44	21.55	21.27	17.33	11.22	5.55	1.27	5.16	7.25	11.55	16.33	20.44	24.44	26.19	26.19	22.69	16.91	11.25	6.50																									T
USC00012245	DEMOPOLIS L&D	AL	32.51	-87.88	30.50	0.05	1.83	5.44	9.50	14.61	18.72	20.44	20.33	17.00	10.50	5.11	1.22	6.41	8.52	12.61	16.75	21.44	25.05	26.61	26.41	23.33	17.50	12.22	7.61	13.81	13.63	12.80	11.30	10.49	10.51	11.88	11.68	9.37	8.99	11.73	12.24	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	TPS
USC00012377	DOTHAN	AL	31.19	-85.37	83.80																									13.28	12.87	14.80	10.00	9.29	13.79	15.54	12.11	9.60	8.30	11.07	11.30													P
USC00012577	ELBA	AL	31.42	-86.06	59.40																									13.56	13.18	16.10	10.08	11.22	14.47	15.13	11.40	10.46	8.96	11.76	11.04	0.00	0.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	PS
USC00012675	ENTERPRISE 4 W	AL	31.29	-85.89	102.70	3.38	5.38	8.55	11.94	16.72	20.55	21.88	21.66	19.05	13.66	8.77	4.66	9.47	11.69	15.25	18.72	23.13	26.38	27.47	27.19	24.94	20.02	15.16	10.75	13.48	11.68	14.85	10.13	9.11	12.70	15.21	11.48	9.75	7.69	10.43	11.37	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.12	TPS
USC00012730	EUFAULA WILDLIFE REF	AL	32.01	-85.09	70.10	2.44	4.27	7.50	10.77	15.66	20.11	21.88	21.61	18.44	12.00	6.88	3.33	9.00	11.11	14.83	18.19	22.66	26.47	27.94	27.58	24.83	19.27	14.33	10.16	11.45	11.50	14.57	9.16	8.28	11.68	13.08	9.06	9.19	7.51	10.41	11.40	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	TPS
USC00012758	EVERGREEN	AL	31.44	-86.95	88.40	2.00	3.55	6.83	10.44	15.50	19.66	21.11	21.00	18.27	12.27	6.94	3.33	8.44	10.38	14.13	17.75	22.25	25.72	26.91	26.77	24.30	18.97	13.83	9.66	14.40	13.53	15.59	11.32	11.48	14.02	16.53	12.87	10.94	9.01	12.39	12.85	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	TPS
USC00012813	FAIRHOPE 2 NE	AL	30.54	-87.88	7.00	4.16	5.88	9.33	12.83	17.55	21.38	22.61	22.38	19.77	14.05	9.27	5.44	10.25	12.05	15.55	19.05	23.41	26.61	27.72	27.58	25.41	20.38	15.63	11.50	14.32	14.12	14.55	11.27	12.47	16.76	20.44	18.28	15.08	10.79	12.64	11.60	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	TPS
USC00012840	FALKVILLE 1 E	AL	34.36	-86.88	190.50	-1.55	-0.16	4.00	7.94	12.83	17.27	19.55	19.16	14.77	8.27	3.16	-0.94	4.30	6.38	10.97	15.22	19.72	23.97	26.13	25.86	21.80	15.63	10.50	5.22	13.46	11.81	12.80	10.76	12.11	11.73	10.43	10.23	9.85	10.18	10.97	12.87													TP
USC00012883	FAYETTE	AL	33.68	-87.82	111.30	0.61	2.50	5.66	9.27	14.33	19.11	21.22	20.61	16.66	10.05	5.11	1.72	6.27	8.66	12.63	16.77	21.13	25.38	27.25	26.80	23.33	17.25	11.97	7.55	13.84	13.51	13.86	12.44	11.50	12.49	10.66	9.75	8.53	9.22	12.21	12.90	0.76	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	TPS
USC00013043	FT PAYNE	AL	34.44	-85.72	279.50	-1.11	0.88	5.05	9.11	14.11	18.61	20.66	20.61	16.94	10.11	4.83	0.16	4.75	6.91	11.44	15.61	20.25	24.44	26.33	26.25	22.86	16.77	11.16	6.02	12.67	12.90	11.70	10.16	11.96	10.21	15.51	10.08	7.92	7.77	13.23	13.33													TP
USC00013105	FRISCO CITY 3 SSW	AL	31.38	-87.42	83.80	2.55	4.55	7.44	11.27	16.33	19.94	21.27	20.94	18.27	12.50	7.50	3.72	8.63	10.69	14.22	18.05	22.61	25.61	26.86	26.55	24.22	18.88	14.11	9.72																									T
USC00013154	GADSDEN	AL	34.02	-85.98	172.20	-0.66	1.33	5.05	9.38	14.55	19.22	21.44	20.94	17.22	10.61	4.72	0.88	5.16	7.44	11.86	16.38	20.97	25.05	27.05	26.69	23.19	17.19	11.38	6.69	13.38	12.67	13.08	11.78	11.78	11.09	11.98	9.85	10.05	9.27	12.59	11.07	0.12	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	TPS
USC00013160	GAINESVILLE LOCK	AL	32.83	-88.13	38.10	0.55	2.50	6.00	10.00	15.33	19.66	21.72	21.44	17.61	11.00	5.44	1.77	6.72	8.94	12.97	17.11	21.86	25.77	27.52	27.33	24.05	18.02	12.47	7.97	13.00	13.56	13.58	11.53	10.33	10.51	11.32	8.66	8.25	9.67	11.70	11.58													TP
USC00013251	GENEVA #2	AL	31.03	-85.87	44.20	1.83	3.66	7.05	10.50	15.50	19.72	21.11	21.00	18.11	11.88	6.83	3.22	9.00	11.05	14.72	18.13	22.66	26.05	27.19	26.91	24.52	19.25	14.36	10.22	13.94	13.48	15.72	10.36	9.34	14.70	14.73	12.77	10.79	8.94	13.30	12.01	0.12	0.12	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	TPS
USC00013271	GEORGIANA	AL	31.67	-86.80	91.40																									13.91	12.44	15.82	10.16	10.97	13.20	13.53	13.81	12.24	9.04	13.03	12.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	PS
USC00013430	GORGAS 2 ENE	AL	33.66	-87.18	106.70																									13.99	14.04	14.70	10.89	11.22	11.65	11.35	9.95	10.16	8.96	12.57	12.29													P
USC00013511	GREENSBORO	AL	32.70	-87.58	67.10	2.22	4.16	7.33	11.00	16.16	20.44	22.27	21.94	18.61	12.33	6.88	3.55	8.27	10.75	14.47	18.13	22.63	26.47	28.02	27.83	24.80	19.08	13.72	9.52	13.20	14.19	12.47	11.78	11.60	9.49	11.45	9.39	10.05	8.55	11.65	11.93	0.50	0.12	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	TPS
USC00013519	GREENVILLE	AL	31.79	-86.60	104.20	0.77	2.61	5.72	9.50	14.55	18.50	20.11	20.05	17.27	11.22	6.00	2.00	7.50	9.55	13.16	16.94	21.44	24.88	26.27	26.13	23.55	18.16	13.11	8.61	13.38	12.34	15.49	10.08	10.00	12.70	14.70	12.09	10.59	9.24	13.20	11.83	0.25	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	TPS
USC00013573	GUNTERSVILLE	AL	34.33	-86.32	176.20	-0.11	1.33	5.16	9.38	14.66	19.27	21.27	21.00	17.38	11.05	5.66	1.22	5.08	7.00	11.33	15.80	20.55	24.77	26.69	26.61	23.13	17.05	11.41	6.30	12.57	13.48	12.62	11.30	11.35	10.26	11.02	10.08	9.65	8.43	11.32	13.33	0.25	0.25	0.12	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.12	TPS
USC00013575	GUNTERSVILLE NO.2	AL	34.33	-86.32	181.40	-0.05	1.83	5.94	9.94	15.22	19.61	21.55	21.55	18.00	11.72	5.94	1.72	4.88	7.11	11.58	16.13	20.72	24.86	26.72	26.55	23.27	17.47	11.50	6.61	13.41	15.08	13.91	10.61	12.14	8.63	10.89	9.82	11.07	8.58	12.16	12.82													TP
USC00013620	HALEYVILLE	AL	34.23	-87.63	280.40	0.66	2.44	6.83	11.00	16.00	20.11	21.94	21.66	18.05	12.05	6.61	2.22	5.80	7.94	12.61	17.05	21.47	25.41	27.36	27.27	23.86	18.00	12.36	7.25	13.89	14.12	13.23	13.08	15.79	12.26	12.90	11.04	10.99	10.54	14.52	15.69	6.09	0.50	2.79	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	TPS
USC00013645	HAMILTON 3 S	AL	34.09	-87.99	132.60	-3.22	-1.50	2.05	6.11	11.83	16.77	19.16	18.61	14.44	7.44	2.16	-1.72	4.02	6.30	10.69	15.05	19.88	24.13	26.19	25.97	22.38	15.97	10.36	5.41	13.36	13.94	12.19	13.13	16.00	12.57	12.06	10.18	9.85	9.72	13.20	15.44	1.27	1.77	0.76	0.12	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.50	TPS
USC00013655	HANCEVILLE	AL	34.06	-86.79	180.40	-1.00	0.55	4.38	8.61	13.66	17.83	20.16	19.55	15.72	9.33	4.16	-0.16	5.19	7.05	11.55	15.86	20.30	24.30	26.25	25.94	22.44	16.52	11.08	6.00	13.69	13.94	13.05	12.95	13.76	11.04	11.68	8.81	10.66	9.52	12.77	12.49	1.27	0.25	1.27	0.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	TPS
USC00013761	HEADLAND	AL	31.36	-85.33	112.80	3.22	5.16	8.72	12.11	17.11	20.83	21.88	21.27	18.55	12.88	8.50	4.50	9.16	11.36	15.19	18.86	23.47	26.66	27.69	27.19	24.69	19.58	14.83	10.41	13.28	12.72	13.74	9.22	8.50	12.59	14.83	10.74	10.64	8.63	10.59	11.04	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	TPS
USC00013775	HEFLIN	AL	33.64	-85.60	259.10	-1.38	0.33	3.94	7.61	13.00	17.44	19.66	19.27	15.44	8.72	3.77	-0.16	4.97	7.00	11.22	15.16	19.69	23.69	25.61	25.30	21.91	16.02	10.83	6.16	12.92	14.63	13.51	11.22	12.57	10.94	13.97	9.01	8.30	8.76	11.96	11.98	1.52	0.50	1.52	0.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	TPS
USC00013781	HELENA	AL	33.27	-86.83	146.30	0.83	2.44	5.77	9.88	15.16	19.38	21.55	21.11	17.44	10.83	5.77	1.88	6.61	8.72	12.75	17.02	21.58	25.50	27.33	27.02	23.83	17.58	12.25	7.66	13.03	13.99	12.77	11.93	11.96	12.39	11.91	11.50	9.39	9.29	11.48	10.08													TP
USC00013816	HIGHLAND HOME	AL	31.88	-86.25	132.00	-0.49	1.22	4.66	8.16	13.33	17.33	19.05	18.88	15.72	9.83	4.72	0.77	6.41	8.52	12.38	16.02	20.69	24.13	25.50	25.36	22.63	17.30	12.30	7.72	12.49	12.87	15.36	10.03	9.80	13.10	13.00	12.85	9.44	8.35	12.75	11.43													TP
USC00013930	HOLT LOCK & DAM	AL	33.25	-87.45	59.40																									12.70	13.08	11.78	9.82	10.21	11.17	10.74	9.16	8.22	8.40	11.78	11.04	0.00	0.12	0.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	PS
USC00014080	HURTSBORO	AL	32.24	-85.41	122.50																									11.98	10.92	14.60	10.05	9.22	8.86	13.89	8.55	8.40	8.63	11.93	10.92	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	PS
USC00014193	JACKSON	AL	31.52	-87.92	67.10	1.88	3.66	6.94	10.55	15.44	19.66	21.27	21.00	17.94	11.55	6.27	3.11	8.33	10.38	14.16	17.80	22.22	25.77	27.08	26.80	24.16	18.55	13.52	9.58	13.36	14.12	15.31	10.21	12.36	13.13	14.42	12.72	10.59	8.86	13.76	13.97	0.00	0.12	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	TPS
USC00014209	JACKSONVILLE	AL	33.82	-85.78	185.30																									12.42	12.80	12.95	10.92	11.02	10.84	12.06	8.83	9.11	8.30	11.32	10.84	0.25	0.12	0.00	0.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	PS
USC00014226	JASPER	AL	33.90	-87.31	148.10	-1.50	-0.11	4.00	7.72	13.27	17.88	20.16	19.72	15.66	8.61	3.50	-0.22	4.86	6.94	11.47	15.55	20.22	24.33	26.25	26.13	22.58	16.19	10.91	6.16	14.04	14.52	13.79	12.67	13.58	12.36	13.10	8.45	10.82	10.16	13.58	14.42	0.50	0.50	0.76	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.12	TPS
USC00014274	JONES BLUFF L&D	AL	32.32	-86.78	44.50																									12.67	12.64	14.80	9.65	9.34	9.82	13.03	8.99	9.67	7.26	11.88	12.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	PS
USC00014306	JORDAN DAM	AL	32.61	-86.25	88.40																									10.43	12.95	10.74	10.21	8.43	9.77	11.98	7.87	9.19	7.46	10.92	10.82													P
USC00014431	KINSTON	AL	31.24	-86.19	82.30																									14.80	12.31	16.40	9.90	12.01	13.56	16.10	11.73	11.22	9.82	12.24	11.83	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.12	PS
USC00014502	LAFAYETTE 2W	AL	32.90	-85.43	225.60	-1.38	0.61	4.00	7.72	12.83	17.33	19.38	19.22	15.38	9.11	3.88	-0.22	5.83	8.05	11.97	15.91	20.36	24.19	26.00	25.61	22.33	16.66	11.50	6.86	12.75	12.87	14.52	11.55	10.84	10.61	13.00	10.66	9.42	8.33	11.63	12.31													TP
USC00014603	LAY DAM	AL	32.96	-86.52	128.00																									12.29	12.36	11.70	9.19	9.24	10.97	12.14	8.20	8.68	8.15	10.69	11.15	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	PS
USC00014619	LEEDS	AL	33.54	-86.52	193.90																									12.85	13.03	13.15	11.17	12.06	12.59	13.69	10.97	11.40	9.60	12.75	12.03	0.12	0.12	0.25	0.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.12	PS
USC00014798	LIVINGSTON	AL	32.58	-88.18	39.00	0.22	2.11	5.50	9.44	14.83	19.22	21.05	20.72	17.05	10.05	4.66	1.27	6.91	9.08	13.08	17.05	21.63	25.52	27.05	26.88	23.75	17.55	12.47	8.02	13.30	13.51	12.70	11.48	12.49	11.37	13.79	11.45	8.22	9.47	12.26	12.34	0.25	0.00	0.50	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	TPS
USC00014866	LOGAN MARTIN DAM	AL	33.42	-86.33	137.20																									12.95	13.00	12.16	9.95	11.22	10.94	12.87	9.55	10.49	7.89	9.95	10.69													P
USC00015112	MARION 7 NE	AL	32.70	-87.26	52.40																									13.46	15.01	13.53	11.25	10.56	9.52	13.03	10.49	9.62	9.06	13.10	12.59	0.50	0.12	1.27	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	PS
USC00015116	MARION JUNCTION 2 E	AL	32.44	-87.17	61.60																									2.26	2.64	6.42	1.49	2.18	6.24	3.98	0.00	4.01	0.96	4.03	0.12													P
USC00015121	MARION JUNCTION 2 NE	AL	32.47	-87.23	61.00	0.55	2.55	6.44	10.11	15.38	19.66	21.38	21.05	17.50	11.11	5.55	1.72	6.80	9.00	13.16	17.02	21.75	25.52	27.08	26.75	23.75	17.97	12.61	8.00	13.10	13.18	12.90	10.99	9.19	11.25	13.20	10.33	9.62	7.79	12.06	12.64	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	TPS
USC00015140	MARTIN DAM	AL	32.66	-85.91	103.60	1.22	2.22	5.27	8.94	14.00	18.22	20.22	20.27	17.22	10.83	6.16	2.05	7.05	8.77	12.50	16.22	20.75	24.63	26.38	26.00	23.22	17.63	12.55	8.08																									T
USC00015397	MIDWAY	AL	32.05	-85.49	151.80																									11.83	11.73	15.26	10.59	10.51	12.14	11.07	10.46	8.17	7.36	11.68	10.64													P
USC00015420	MILLERS FERRY L&D	AL	32.10	-87.39	35.10																									12.87	13.15	13.25	9.60	9.39	10.16	11.55	9.27	8.28	7.36	11.60	12.34	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	PS
USC00015439	MILSTEAD	AL	32.44	-85.88	65.50	1.50	3.22	6.66	10.11	15.55	19.94	21.88	21.61	18.16	11.61	6.50	2.94	7.63	9.72	13.63	17.22	22.02	25.80	27.38	27.16	24.16	18.44	13.44	9.11	11.93	12.54	15.36	10.18	10.26	11.02	12.54	10.46	9.24	7.79	12.47	11.30	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	TPS
RQC00665097	LAJAS SUBSTN	PR	18.03	-67.07	27.40	16.77	16.66	17.50	19.00	20.77	21.38	21.22	21.27	21.16	20.61	19.44	17.27	23.69	23.58	24.16	25.19	26.38	27.13	27.30	27.25	27.02	26.47	25.58	24.08	6.37	5.38	5.56	8.71	13.05	6.85	7.95	13.28	15.74	18.51	14.50	5.91	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	TPS
RQC00665123	LA MUDA CAGUAS	PR	18.31	-66.10	88.40																									10.79	9.14	10.08	15.36	19.20	11.91	16.20	18.00	20.52	20.85	19.30	13.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	PS
RQC00665693	MAGUEYES ISLAND	PR	17.97	-67.04	3.70	20.55	20.55	21.00	22.38	23.66	24.44	24.22	23.88	24.05	23.61	22.38	21.00	25.44	25.41	25.75	26.72	27.66	28.41	28.61	28.44	28.44	28.05	26.97	26.08	4.62	4.54	5.58	9.72	10.36	7.18	7.74	10.16	14.24	17.47	13.69	4.74													TP
RQC00665807	MANATI 2 E	PR	18.43	-66.46	76.20	19.33	18.94	19.33	20.22	21.61	22.50	23.00	22.88	22.72	22.05	21.16	20.00	23.55	23.47	24.00	24.72	25.86	26.86	26.94	27.08	26.88	26.38	25.27	24.13	11.81	8.02	7.77	13.36	19.22	8.76	11.65	11.83	14.52	15.26	19.38	14.93	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	TPS
RQC00665908	MARICAO 2 SSW	PR	18.15	-66.98	863.20	16.66	16.00	16.22	17.00	18.11	19.16	19.11	19.55	19.27	19.00	18.33	17.11	20.63	20.27	21.05	21.19	22.11	23.11	23.00	23.30	23.13	22.75	22.00	20.83	8.68	7.92	9.75	19.22	30.55	16.43	22.91	27.20	29.56	30.88	19.30	8.25													TP
RQC00666050	MAUNABO	PR	18.00	-65.89	14.90																									10.79	8.55	6.83	10.05	15.16	14.14	16.20	17.60	22.83	22.96	23.08	15.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	PS
RQC00666073	MAYAGUEZ CITY	PR	18.18	-67.13	22.60	18.55	18.50	18.94	20.05	21.05	21.38	21.94	21.88	21.88	21.83	21.11	19.83	24.22	24.33	24.72	25.50	26.33	27.00	27.25	27.19	27.25	27.08	26.25	25.05	2.87	5.15	6.90	12.36	17.17	13.13	16.84	21.10	22.14	18.28	9.90	5.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	TPS
RQC00666083	MAYAGUEZ AIRPORT	PR	18.25	-67.14	11.60																									3.75	4.97	6.60	15.51	23.64	22.70	30.55	28.90	30.55	27.05	17.52	4.92	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	PS
RQC00666258	MONA ISLAND 2	PR	18.09	-67.94	2.10	20.61	20.05	20.55	21.27	22.05	23.00	22.94	23.27	22.77	22.22	22.38	21.11	25.00	24.77	25.22	26.16	27.08	27.97	28.02	28.30	27.88	27.38	26.61	25.50	4.47	4.97	4.47	5.81	11.09	8.94	6.85	9.29	12.90	13.86	9.65	6.73	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	TPS
RQC00666270	MONTE BELLO MANATI	PR	18.37	-66.51	195.10																									10.54	7.92	7.39	16.89	23.79	10.23	9.19	10.56	17.62	21.13	16.96	15.69	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	PS
RQC00666361	MORA CAMP	PR	18.47	-67.02	125.00																									9.37	6.88	9.06	13.48	19.48	12.72	12.06	13.41	15.31	16.00	14.93	11.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	PS
RQC00666390	MOROVIS 1 N	PR	18.33	-66.40	182.90																									10.71	8.20	9.09	17.57	26.44	9.47	11.17	16.17	21.20	21.76	20.11	13.69	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	PS
RQC00666514	NEGRO -COROZAL	PR	18.28	-66.34	538.30																									14.45	9.34	11.45	20.42	21.64	8.05	11.70	14.47	22.80	20.95	21.61	14.35	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	PS
RQC00666805	PARAISO	PR	18.26	-65.72	109.70																									16.10	12.70	14.04	18.56	26.41	19.71	19.53	21.20	25.32	27.40	30.63	22.68	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	PS
RQC00666900	PATILLAS	PR	18.00	-66.01	13.70																									9.39	6.98	4.47	4.72	11.40	11.98	16.51	12.85	19.17	17.55	17.24	9.27	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	PS
RQC00666983	PENUELAS 1 E	PR	18.05	-66.71	143.30																									6.27	5.20	6.93	12.14	15.46	7.39	7.41	14.17	24.89	25.24	15.97	6.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	PS
RQC00666992	PICO DEL ESTE	PR	18.27	-65.75	1051.00	15.16	14.83	14.94	15.44	16.77	17.61	17.72	18.00	17.83	17.61	16.83	15.77	16.94	16.75	17.13	17.75	18.66	19.27	19.50	19.88	20.00	19.69	18.75	17.58	33.29	26.92	26.77	28.42	46.05	33.09	35.73	38.70	37.59	43.20	47.95	40.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	TPS
